Company Name,Triggers,Description,Primary Industry,Size,Type,Location,HQ_STATE,HQ_CITY,Country,Domain,LinkedIn URL,Enrich Company,Employee Count,Founded,Follower Count,Research company ICP with AI,Confidence,Evidence Quote,Role,Has ngAbs Program,Company Research Narrative,Conference Presence,Modality Types,Antibody Trials Overview,ngAb Press Mentions (News),NA Site Classification,Record ID,Site Verdict,Lab & Process Job Openings,LinkedIn URL (Confirmed Only),Update People Search (Find people Table) - 2026-06-03T17:04:45.167Z,Contacts,data status,Share,NA Site Verdict,NA Sites Detail,Review Disposition,Review Note,Reclassify Verdict,Reclassify Evidence
Lifecore Biomedical,,"Unsure your filling needs will be fulfilled? Have a complex injectable product or process? We say, ""Bring it."" 

Lifecore is a U.S.-based Contract Development and Manufacturing Organization specializing in the development, fill/finish, and commercialization of sterile injectable drugs, biologics, medical devices, and combination products. 

With a 40+ year regulatory track record and 20+ commercial products, Lifecore offers end-to-end services with experience spanning straightforward to complex formulations, including expertise with highly viscous products (exceeding 100,000 cP).  We support organizations of all sizes across pre-clinical, clinical, and commercial stages. 

Lifecore is also a leading producer of pharmaceutical-grade, non-animal-sourced sodium hyaluronate which is used as an API and excipient.

Why choose Lifecore? We’re creative problem solvers who enjoy helping our customers find solutions to complex product and processes. 

We don’t have limitations on what we’re willing to consider. We’re flexible when onboarding customer processes, methods, and equipment at our facilities.

Lifecore Injectables CDMO is our brand name for services provided by our legal entity, Lifecore Biomedical, LLC (or its affilliates).",Pharmaceutical Manufacturing,201-500 employees,Public Company,"Chaska, MN",MN,Chaska,United States,lifecore.com,https://www.linkedin.com/company/lifecore-biomedical,Lifecore Biomedical,277,1965,10055,Response,high,"From the Process Development page: ""Product Types & Raw Material Components * mAb fragments""",CDMO service provider,yes,"CDMO service provider developing antibody fragments. Verdict: yes (confidence: high). Evidence: From the Process Development page: ""Product Types & Raw Material Components * mAb fragments"".",Response,antibody fragments,Response,✅ 10 Results Found,Response,recwtZ6d6a6anBtPv,confirmed,❌ No Job Found,https://www.linkedin.com/company/lifecore-biomedical,People Search Updated,Ryan K. Swanson,,,,,,,,
Ambrx,,"Ambrx (Nasdaq: AMAM) is a clinical stage biopharmaceutical company using an expanded genetic code technology platform to discover and develop next generation antibody drug conjugates (ADCs) and other engineered therapies to modulate the immune system. Ambrx is advancing a focused portfolio of clinical and preclinical programs designed to optimize efficacy and safety in multiple cancer indications. Specifically, ARX517, its proprietary antibody-drug conjugates (ADC) targeting the prostate-specific membrane antigen (PSMA) and ARX788, its proprietary ADC targeting HER2. Ambrx spun out of The Scripps Research Institute in 2003 and has several other product candidates involving ADCs and other aspects of Ambrx’s protein engineering technology.",Biotechnology Research,51-200 employees,Public Company,"San Diego, CA",CA,San Diego,United States,ambrx.com,https://www.linkedin.com/company/ambrx,Ambrx,60,2003,9734,Response,high,"From the Pipeline page: ""We are advancing enhanced antibody-drug conjugate, immuno-oncology conjugate and bispecific candidates as potential treatments for cancer.""",developer,yes,"developer developing ADCs, bispecific antibodies, BiTEs, immunocytokines. Verdict: yes (confidence: high). Evidence: From the Pipeline page: ""We are advancing enhanced antibody-drug conjugate, immuno-oncology conjugate and bispecific candidates as potential treatments for cancer."".",Response,"ADCs, bispecific antibodies, BiTEs, immunocytokines",Response,✅ 10 Results Found,Response,rec25PcEbjL2kJXOl,confirmed,❌ No Job Found,https://www.linkedin.com/company/ambrx,People Search Updated,Mark Shimazu,,,,,,,,
Bionova Scientific,,"Bionova Scientific is a dynamic, full service, biologics Contract Development and Manufacturing Organization (CDMO) on a mission to deliver the highest quality process development and manufacturing services to biologic drug development companies around the world. Bionova’s renowned scientific expertise and dedication to its customers helps life changing therapies arrive to the market faster and more efficiently. At the heart of Bionova is a team of highly dedicated experts combining strong experience in cGMP biologics manufacturing and process development, with a technology-focused approach and a deep knowledge of the industry. From early stage research material generation to Process Development and GMP manufacturing, Bionova’s teams are fully committed to helping their clients fulfill their objective of providing sustainable and affordable therapies to their patients.",Biotechnology Research,51-200 employees,Privately Held,"Fremont, California",California,Fremont,United States,bionovascientific.com,https://www.linkedin.com/company/bionova-scientific,Bionova Scientific,138,2014,9433,Response,high,"From the Downstream Process Development page: ""Bionova specializes in difficult to express and manufacture products including antibody drug conjugates (ADCs). These complex molecular constructs present a much higher bar for purity than many other biologics, and Bionova routinely delivers optimized ADC purification processes.""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, ADCs, Fc-fusion proteins, antibody fragments. Verdict: yes (confidence: high). Evidence: From the Downstream Process Development page: ""Bionova specializes in difficult to express and manufacture products including antibody drug conjugates (ADCs). These complex molecular constructs present a much higher bar for purity than many other biologics, and Bionova routinely delivers optimized ADC purification processes."".",Response,"bispecific antibodies, ADCs, Fc-fusion proteins, antibody fragments",Running...,✅ 9 Results Found,Response,recVuHdv0PAmRtXLZ,confirmed,Returned 3 Jobs,https://www.linkedin.com/company/bionova-scientific,People Search Updated,"Cole Cordes,Minni Aswath,Vaishali Sharma",,checked,,,keep,Ellie reviewed clean.,,
"Aclaris Therapeutics, Inc.",,"Aclaris Therapeutics, Inc. is a clinical-stage biopharmaceutical company developing a pipeline of novel drug candidates to address the needs of patients with immuno-inflammatory diseases who lack satisfactory treatment options. The company has a multi-stage portfolio of drug candidates powered by a robust R&D engine exploring protein kinase regulation.",Biotechnology Research,51-200 employees,Public Company,"Wayne, Pennsylvania",Pennsylvania,Wayne,United States,aclaristx.com,https://www.linkedin.com/company/aclaris-therapeutics-inc-,"Aclaris Therapeutics, Inc.",71,2012,8961,Response,high,"From the Press Release (Aclaris Therapeutics Announces Positive Interim Results... Jan 6, 2026): ""ATI-052 is an investigational humanized anti-TSLP and anti-IL-4Rα bispecific antibody that exhibits high binding affinity to and dual blockade of both the upstream thymic stromal lymphopoietin (TSLP) receptor signal transduction and downstream interleukin-4 receptor (IL-4R) activation thereby inhibiting this central proinflammatory pathway.""",developer,yes,"developer developing bispecific antibodies. Verdict: yes (confidence: high). Evidence: From the Press Release (Aclaris Therapeutics Announces Positive Interim Results... Jan 6, 2026): ""ATI-052 is an investigational humanized anti-TSLP and anti-IL-4Rα bispecific antibody that exhibits high binding affinity to and dual blockade of both the upstream thymic stromal lymphopoietin (TSLP) receptor signal transduction and downstream interleukin-4 receptor (IL-4R) activation thereby inhibiting this central proinflammatory pathway."".",Response,bispecific antibodies,Response,✅ 10 Results Found,Response,rec4IXu1CZQis5n5I,confirmed,❌ No Job Found,https://www.linkedin.com/company/aclaris-therapeutics-inc-,People Search Updated,,,,,,,,,
Pace Life Sciences,,"At Pace Life Sciences, our people are driven by purpose, advancing science to improve lives across the pharmaceutical, biopharmaceutical, and gene therapy industries. 

We offer full-service CMC development, CTM manufacturing, regulatory compliance, consulting, and facility support from our nationwide network of CDMO sites, FDA-registered GMP labs, and service centers.

Backed by highly trained experts and cutting-edge facilities, we accelerate client programs from clinic to commercialization, with flexibility, speed, and precision.

Above all, we deliver reliable results and outstanding client experiences.",Pharmaceutical Manufacturing,"501-1,000 employees",Privately Held,"Oakdale, Minnesota",Minnesota,Oakdale,United States,pacelifesciences.com,https://www.linkedin.com/company/pacelifesciences,Pace Life Sciences,419,2006,8794,Response,high,"From the Analytical Testing page: ""Some of these include virus like particles (VLPs), viral vectors, adeno-associated virus (AAV), lipid nanoparticles (LNPs), and antibody-drug conjugates (ADCs).""",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From the Analytical Testing page: ""Some of these include virus like particles (VLPs), viral vectors, adeno-associated virus (AAV), lipid nanoparticles (LNPs), and antibody-drug conjugates (ADCs)."".",Response,ADCs,Response,✅ 10 Results Found,Response,recUqJqWORbmeo7Oj,confirmed,❌ No Job Found,https://www.linkedin.com/company/pacelifesciences,People Search Updated,"Kiran Kumar Morishetti,Tuhina Dayal,Sarah DeBoer,David Slifer,Nathan Balum,Sarah Kiper",,,,,,,,
Algorithme Pharma | An Altasciences Company,,"This page is no longer active. 

On February 12, 2019, Altasciences’ companies (Preclinical Services in Seattle, Algorithme Pharma, Vince & Associates Clinical Research, and Algorithme Pharma USA) further united under the Altasciences brand by unveiling a new brand identity.

Follow Altasciences on LinkedIn: https://www.linkedin.com/company/altasciences/",Pharmaceutical Manufacturing,"501-1,000 employees",Privately Held,Laval,,Laval,Canada,altasciences.com,https://www.linkedin.com/company/algorithme-pharma,Altasciences,1912,1995,43623,Response,high,"From the ANTIBODY-DRUG CONJUGATES (ADCs) PDF: ""BIOANALYTICAL EXPERTISE FOR ANTIBODY-DRUG CONJUGATES (ADCs)""",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From the ANTIBODY-DRUG CONJUGATES (ADCs) PDF: ""BIOANALYTICAL EXPERTISE FOR ANTIBODY-DRUG CONJUGATES (ADCs)"".",Response,ADCs,Response,❌ No Results Found,Response,rec5Olc4n5jh6Fw1f,confirmed,❌ No Job Found,https://www.linkedin.com/company/algorithme-pharma,People Search Updated,,,,,,,,,
Cytovance Biologics,,"Streamline your biomanufacturing programs with Cytovance Biologics! Born from a decades-long history in drug development, we believe in creating a healthier world where every biologic’s path to commercialization is advanced by a CDMO partner that delivers ingenuity end-to-end. Whether your large molecule product needs the flexibility of a customized approach or the efficiency of a predetermined platform process, Team Cytovance has the deep expertise in microbial and mammalian expression systems to support your scale-up at every stage.

From early needs like cell line development and strain selection to cGMP manufacturing for clinical and commercial production, our team is your team. Together, we will guide your asset through the complexities of manufacturing and deliver it to its next milestone. With a >97% batch success rate and quality, scalability, and reproducibility top of mind, we bring a range of therapeutic proteins and antibodies to the clinic, including:

● Biosimilars
● Cytokines
● Enzymes/Hormones
● Fusion Proteins
● Bispecific, Fragment, and Monoclonal Antibodies
● Recombinant Protein
● Vaccines
● And More",Biotechnology Research,201-500 employees,Privately Held,"Oklahoma City, OK",OK,Oklahoma City,United States,cytovance.com,https://www.linkedin.com/company/cytovance,Cytovance Biologics,188,2003,8355,Response,high,"From the CDMO page: ""Mammalian cell culture services from cell line development to commercial manufacturing of monoclonal antibodies, fusion proteins and multispecifics.""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, multispecific antibodies, Fc-fusion proteins. Verdict: yes (confidence: high). Evidence: From the CDMO page: ""Mammalian cell culture services from cell line development to commercial manufacturing of monoclonal antibodies, fusion proteins and multispecifics."".",Response,"bispecific antibodies, multispecific antibodies, Fc-fusion proteins",Response,✅ 8 Results Found,Response,rechfe3Y4Jim1atdm,confirmed,❌ No Job Found,https://www.linkedin.com/company/cytovance,People Search Updated,Sara Snell,,,,,,,,
Adimab,,"Adimab is the most successful antibody discovery and engineering company in the industry and the partner of choice for biopharma. Since 2007, we’ve collaborated with global pharma, cutting-edge biotech, and leading academic institutions to generate high-quality therapeutic leads across a wide range of targets and formats. 

Our proprietary yeast-based platform enables end-to-end discovery, optimization, and developability assessment, delivering fully human IgGs, HCAbs, multispecifics, and other protein-based modalities, including TCRs, with speed, precision, and reliability. 

We have worked on 650+ discovery campaigns and generated 90+ clinical programs created with more than 140 partners. With no internal pipeline, every program reflects our full commitment to our partners’ success.",Biotechnology Research,51-200 employees,Privately Held,"Lebanon, New Hampshire",New Hampshire,Lebanon,United States,adimab.com,https://www.linkedin.com/company/adimab-llc,Adimab,136,2007,8247,Response,high,"From the 'Adimab Provides Update on Pipeline' press release: ""Antibodies from Adimab have exquisite specificity and are utilized in a variety of modalities, including monoclonal and multispecific formats, CAR-Ts, ADCs, etc."" From the Platform/Capabilities page: ""Multispecific antibodies and T cell engagers — Engineer multispecifics, including T-cell engagers, of diverse formats for function, manufacturability, and scalability.""",platform company,yes,"platform company developing bispecific antibodies, multispecific antibodies, ADCs, antibody fragments, BiTEs. Verdict: yes (confidence: high). Evidence: From the 'Adimab Provides Update on Pipeline' press release: ""Antibodies from Adimab have exquisite specificity and are utilized in a variety of modalities, including monoclonal and multispecific formats, CAR-Ts, ADCs, etc."" From the Platform/Capabilities page: ""Multispecific antibodies and T cell engagers — Engineer multispecifics, including T-cell engagers, of diverse formats for function, manufacturability, and scalability."".",Response,"bispecific antibodies, multispecific antibodies, ADCs, antibody fragments, BiTEs",Response,✅ 6 Results Found,Response,recikiuRxMa6ffuKk,confirmed,❌ No Job Found,https://www.linkedin.com/company/adimab-llc,People Search Updated,,,,,,,,,
Argonaut Manufacturing Services Inc.,,"For us, life science manufacturing isn’t a routine of formulation, mixing, dispensing, labeling, kitting, and packaging. It’s our priority. Our experience in each manufacturing stage complements your team and is applied to your product. 

From product launch to scale-up to re-vitalization, we can help at each stage in your product life cycle.

Like you, we are makers. 

Make the call and let’s discuss the right solution for your product
(888) 834-8892
info@argonautms.com",Biotechnology Research,51-200 employees,Privately Held,"Carlsbad, CA",CA,Carlsbad,United States,argonautms.com,https://www.linkedin.com/company/argonaut-manufacturing-services-inc.,Argonaut Manufacturing Services Inc.,105,2016,7896,Response,high,"From the Aseptic Fill Finish page: ""Can you work with high-potent drugs such as antibody-drug conjugates (ADCs)? A: Argonaut can support programs up to and including SafeBridge Category 3, which includes some antibody-drug conjugates (ADCs).""",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From the Aseptic Fill Finish page: ""Can you work with high-potent drugs such as antibody-drug conjugates (ADCs)? A: Argonaut can support programs up to and including SafeBridge Category 3, which includes some antibody-drug conjugates (ADCs)."".",Response,ADCs,Response,✅ 10 Results Found,Response,recvTmZ5Bgzq6rWNZ,confirmed,❌ No Job Found,https://www.linkedin.com/company/argonaut-manufacturing-services-inc.,People Search Updated,Thomas Chronopoulos,,,,,,,,
"Sino Biological, Inc.",,"Sino Biological is a global leader in recombinant protein and antibody production, gene synthesis, and CRO services for life sciences research and drug development. Its facilities include the Center for Bioprocessing (C4B) in Houston, Texas, which specializes in mammalian cell-based protein and antibody production, and SignalChem Biotech (SCB) in Vancouver, Canada, focusing on kinase-related reagents, stable cell line development, and therapeutic discovery. Sino Biological ensures innovative, high-quality solutions for global academic and industrial clients.",Biotechnology Research,"501-1,000 employees",Privately Held,"Houston, Texas",Texas,Houston,United States,sinobiological.com,https://www.linkedin.com/company/sino-biological-inc,"Sino Biological, Inc.",262,,28930,Response,high,"From the CRO Service page: ""Bispecific Antibody Production Service Starting from antibody sequences, 20+ bsAb formats can be produced... Antibody Fragment Production Services Diverse fragment formats: scFv, Fab, VHH, antibody-fusion proteins, and more.""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, multispecific antibodies, trispecific antibodies, ADCs, Fc-fusion proteins, antibody fragments, BiTEs. Verdict: yes (confidence: high). Evidence: From the CRO Service page: ""Bispecific Antibody Production Service Starting from antibody sequences, 20+ bsAb formats can be produced... Antibody Fragment Production Services Diverse fragment formats: scFv, Fab, VHH, antibody-fusion proteins, and more."".",Response,"bispecific antibodies, multispecific antibodies, trispecific antibodies, ADCs, Fc-fusion proteins, antibody fragments, BiTEs",Response,✅ 10 Results Found,Response,recC0ucQiVne9vVj2,confirmed,Returned 1 Jobs,https://www.linkedin.com/company/sino-biological-inc,People Search Updated,,,checked,,,keep,Ellie reviewed clean.,,
"Alloy Therapeutics, Inc.",,"Alloy Therapeutics is a biotechnology ecosystem company empowering the global scientific community to make better medicines together.  From licensing our platforms, to working with us as a trusted discovery service partner, we have collaborated with over 170+ partners and counting including 18 of Fortune 50 Biopharmaceutical companies to enable the discovery of their next breakthrough biologic medicines. 

With Alloy, you can:
• Access our ever-growing stable of antibody and bispecific discovery platforms that blend in vivo and in vitro wet-lab capabilities with AI/ML. Discover with us through our services or by licensing our technologies for use in your lab.
• Unlock intracellular targets with the therapeutic potential of T cell receptor (TCR) modalities through our fully integrated KeywayTM TCRm discovery service offering.
• Reach genetic disease targets at the nucleic acid level with our novel AntiClasticTM ASO Format, which enhances the molecule's potency while minimizing off-target interaction and inflammatory response.
• Co-build new biotechnology companies that leverage our core platforms and service capabilities with Alloy's affiliated Venture Studio, 82VS. 

Founded in 2017 and privately funded by visionary investors, Alloy is headquartered in Boston, MA, with labs in Cambridge, U.K.; Basel, CH; and Athens, GA. We reinvest 100% of our revenue back into innovation and access to innovation.

Reach out, follow, and visit our website, to learn more about how we can make better medicines, together.

https://www.alloytx.com/",Biotechnology Research,51-200 employees,Privately Held,"Boston, Massachusetts",Massachusetts,Boston,United States,alloytx.com,https://www.linkedin.com/company/alloy-therapeutics-inc,"Alloy Therapeutics, Inc.",139,2017,25709,Response,high,"From Antibody Platforms page: ""License the leading in vivo discovery platform for fully human monoclonal and bispecific antibodies... ATX-CLC... Common light chain strains for highly modular and manufacturable bispecific development."" From Bispecific Antibody Discovery page: ""The world’s most advanced bispecific discovery service... we provide a fully integrated workflow from drug concept to bispecific lead including antibody discovery, bispecific format engineering, and functional screening.""",platform company,yes,"platform company developing bispecific antibodies, multispecific antibodies, antibody fragments, BiTEs. Verdict: yes (confidence: high). Evidence: From Antibody Platforms page: ""License the leading in vivo discovery platform for fully human monoclonal and bispecific antibodies... ATX-CLC... Common light chain strains for highly modular and manufacturable bispecific development."" From Bispecific Antibody Discovery page: ""The world’s most advanced bispecific discovery service... we provide a fully integrated workflow from drug concept to bispecific lead including antibody discovery, bispecific format engineering, and functional screening."".",Response,"bispecific antibodies, multispecific antibodies, antibody fragments, BiTEs",Response,✅ 10 Results Found,Response,reczCpFqS8BgTWJ7p,confirmed,❌ No Job Found,https://www.linkedin.com/company/alloy-therapeutics-inc,People Search Updated,,,,,,,,,
Proteintech Group,,"For when you need it all. We're here.

We know scientists give it their all every day to reach their goals. Wherever your research takes you, Proteintech provides all of the antibodies you need to help you do that. All types and forms of antibodies are in stock for your experiment.  

We’ll be there for every step of your journey. With our GMP capabilities and recombinant custom antibody platform, we can provide the support to scale up from bench to clinic. 

Search the full catalog at ptglab.com.",Biotechnology Research,201-500 employees,Privately Held,"Rosemont, Illinois",Illinois,Rosemont,United States,ptglab.com,https://www.linkedin.com/company/proteintech-group,Proteintech Group,255,,23962,Response,high,"From the Custom Antibody Services page: ""Develop highly specific recombinant monoclonal antibodies, utilizing the Proteintech single B cell-based ABCE™ platform: * Fab, F(ab’) fragments and scFv, scFv-Fc, VHH-Fc * Chimeric and Bi-specific antibodies * Custom VHH/Nanobody service""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, antibody fragments, Fc-fusion proteins. Verdict: yes (confidence: high). Evidence: From the Custom Antibody Services page: ""Develop highly specific recombinant monoclonal antibodies, utilizing the Proteintech single B cell-based ABCE™ platform: * Fab, F(ab’) fragments and scFv, scFv-Fc, VHH-Fc * Chimeric and Bi-specific antibodies * Custom VHH/Nanobody service"".",Response,"bispecific antibodies, antibody fragments, Fc-fusion proteins",Response,✅ 10 Results Found,Response,recSOo3z1bBw9Inlx,confirmed,❌ No Job Found,https://www.linkedin.com/company/proteintech-group,People Search Updated,Greg Hermanson,,,,,,,,
BIOVECTRA,,"Expertise in both microbial fermentation and chemical synthesis allows us to tackle today’s development pipeline’s increasingly complex molecules. In fact, we thrive on the vexing challenges few CDMOs would have either the expertise or desire to address. Bold vision, along with the passion and commitment to make that vision a reality, is at the heart of our organization.

We are a forward-thinking, North American CDMO Pharmaceutical company  specializing in clinical-to-commercial scale production capabilities for:
Biologics
Synthetic small molecules 
Fermented small molecules
Highly potent APIs
Bioreagents
mRNA, pDNA, LNP manufacturing
Fill/Finish

Flexibility, creativity, and dedication to process optimization are at the heart of our method and process development as well as quality and compliance efforts. We ensure the programs advance on time and with the highest quality outcomes under our project managers’ leadership.",Biotechnology,"501-1,000 employees",Public Company,"Charlottetown , PE",PE,Charlottetown,Canada,biovectra.com,https://www.linkedin.com/company/biovectra,BIOVECTRA,511,,20364,Response,high,"From the Biologics page: ""The types of drug substances we are manufacturing comprise of proteins, enzyme, antibody fragments, and peptides.""",CDMO service provider,yes,"CDMO service provider developing antibody fragments, ADCs. Verdict: yes (confidence: high). Evidence: From the Biologics page: ""The types of drug substances we are manufacturing comprise of proteins, enzyme, antibody fragments, and peptides."".",Response,"antibody fragments, ADCs",Response,✅ 10 Results Found,Response,recIPUwujgdkfG1TH,confirmed,❌ No Job Found,https://www.linkedin.com/company/biovectra,People Search Updated,"Neil Morrison,Paul Mugford,Scott Doncaster,Krista Affleck,Scott Banfield",,,,,,,,
SK pharmteco,,"Headquartered in Rancho Cordova, California, SK pharmteco is a global contract development and manufacturing organization specializing in the production of active pharmaceutical ingredients (APIs), advanced intermediates, and cell and gene therapy for the pharmaceutical industry. Built on 80 years of experience, our global operations have the capability and capacity to support client needs from development through commercial production. 

SK pharmteco is owned by SK Inc., the strategic investment arm of South Korea’s SK Group.",Pharmaceutical Manufacturing,"1,001-5,000 employees",Privately Held,"Rancho Cordova , California",California,Rancho Cordova,United States,skpharmteco.com,https://www.linkedin.com/company/skpharmteco,SK pharmteco,1431,,20095,Response,high,"From the LOTTE BIOLOGICS press release page: 'The collaboration will deliver integrated, one-stop CDMO services spanning antibody drug substance, linker–payload production, and bioconjugation, supported by joint marketing based on deep ADC expertise.'",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From the LOTTE BIOLOGICS press release page: 'The collaboration will deliver integrated, one-stop CDMO services spanning antibody drug substance, linker–payload production, and bioconjugation, supported by joint marketing based on deep ADC expertise.'.",Response,ADCs,Response,✅ 10 Results Found,Response,rechM49YDm8ZJ0mAF,confirmed,Returned 1 Jobs,https://www.linkedin.com/company/skpharmteco,People Search Updated,"Chris Nieder,Eric Fried,Mardhani A.,Evan M. Schlaich,Aaron Catledge,Margie Campbell",,checked,,,keep,Parent of KBI Biopharma but different site (Rancho Cordova) and different work. Not a duplicate. Keep.,,
Just - Evotec Biologics,,"Just – Evotec Biologics, a wholly owned subsidiary of Evotec SE, is an innovative and trusted CDMO for complex biologics, incl. mAbs, bi/multispecifics, and biosimilars. We provide our partners with highly differentiated services for the development and manufacturing of biologics. Our world-leading AI-driven in silico molecular optimization and continuous bioprocessing platforms combined with our revolutionary J.POD facilities, which represent a paradigm shift within the industry, are helping to reduce the cost of goods and expand global access to affordable, high-quality biotherapeutics in addition to providing a highly agile cGMP manufacturing strategy to support rapid ramp up and uncertain demand scenarios.",Biotechnology Research,"501-1,000 employees",Public Company,"Seattle, WA",WA,Seattle,United States,evotec.com,https://www.linkedin.com/company/just-inc-,Evotec,4819,1993,122423,Response,high,"From the Antibody Drug Conjugates services page: ""Evotec delivers end-to-end antibody drug conjugate services from gene to IND, with flexible entry points throughout the preclinical discovery process""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, ADCs. Verdict: yes (confidence: high). Evidence: From the Antibody Drug Conjugates services page: ""Evotec delivers end-to-end antibody drug conjugate services from gene to IND, with flexible entry points throughout the preclinical discovery process"".",Response,"bispecific antibodies, ADCs",Response,✅ 10 Results Found,Response,recjhhgx5kHKogQYK,confirmed,❌ No Job Found,https://www.linkedin.com/company/just-inc-,People Search Updated,"Vijay Sharma,Eva Gefroh,Amanda Rohrbach,Ashley Baltes,Susanna (Susan) E.,Tim Wanek,""Suhe Chen, Ph.D."",Randal Bass",,,,,,,,
Absci,,Absci is a data-first AI drug creation company designing differentiated therapeutics using generative AI. Our Integrated Drug Creation platform powers cutting-edge de novo AI models and AI lead optimization models aimed at designing better biologics against difficult-to-drug targets.,Biotechnology Research,51-200 employees,Public Company,"Vancouver, Washington",Washington,Vancouver,United States,absci.com,https://www.linkedin.com/company/absci,Absci,175,2011,19390,Response,high,"From the Technology page: ""AI-designed antibody features: * Tunable selectivity * pH dependent binding * Half-life extension * Multi-valency / multiple targets""","developer, platform company",yes,"developer, platform company developing multispecific antibodies. Verdict: yes (confidence: high). Evidence: From the Technology page: ""AI-designed antibody features: * Tunable selectivity * pH dependent binding * Half-life extension * Multi-valency / multiple targets"".",Response,multispecific antibodies,Response,✅ 10 Results Found,Response,recYaKvYTFKq1FS69,confirmed,❌ No Job Found,https://www.linkedin.com/company/absci,People Search Updated,Douglas Ganini da Silva,,,,,,,,
"NJ Bio, Inc.",,"NJ Bio Inc. is a CRO that provides integrated chemistry and biology services to clients from the biotech and pharma sectors. Main service areas include antibody drug conjugates, nucleotide and oligonucleotide synthesis, multi-step organic synthesis, PROTAC and flow chemistry based process development. The company is headquartered in the in the Princeton, New Jersey with additional chemistry facilities in Bristol, PA.
NJ Bio (India) is subsidiary of NJ Bio Inc. located in Mumbai, India.",Biotechnology Research,51-200 employees,Privately Held,"Princeton, New Jersey",New Jersey,Princeton,United States,njbio.com,https://www.linkedin.com/company/njbp,"NJ Bio, Inc.",146,2019,18517,Response,high,"From the Manufacturing Services page: ""We specialize in the development and GMP manufacturing of antibody-drug conjugates (ADCs), complex bioconjugates, mRNA, oligonucleotides, antibody-oligonucleotide conjugates, linker payloads and other advanced therapeutics.""",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From the Manufacturing Services page: ""We specialize in the development and GMP manufacturing of antibody-drug conjugates (ADCs), complex bioconjugates, mRNA, oligonucleotides, antibody-oligonucleotide conjugates, linker payloads and other advanced therapeutics."".",Response,ADCs,Response,✅ 10 Results Found,Response,recP4ghZY2NrW1XIJ,confirmed,❌ No Job Found,https://www.linkedin.com/company/njbp,People Search Updated,,,,,,,,,
"MacroGenics, Inc.",,"MacroGenics is a leader in the discovery and development of innovative medicines that utilize our next generation antibody-based technologies. Our team of 300+ dedicated individuals is advancing a pipeline of product candidates to treat patients with cancer.Our products and platforms have attracted multiple partnerships with leading pharmaceutical and biotechnology companies around the globe. 
The Company considers its employees to be its most valuable asset and we are committed to providing opportunities for individuals to learn and grow as a means to further their professional development. MacroGenics' corporate culture promotes an atmosphere of innovation, open communication and teamwork where employees can see firsthand how they contribute to the success of the organization.",Biotechnology Research,201-500 employees,Public Company,"Rockville, MD",MD,Rockville,United States,macrogenics.com,https://www.linkedin.com/company/macrogenics,"MacroGenics, Inc.",380,2000,17760,Response,high,"From the About page: ""MacroGenics is a clinical-stage biopharmaceutical company focused on developing innovative, next-generation antibody-based therapies to improve the lives of cancer patients. The Company is advancing a broad pipeline of novel product candidates incorporating proprietary technology platforms for antibody-drug conjugates (ADCs), bispecific checkpoint antibodies, and next-generation T-cell engagers.""",developer,yes,"developer developing bispecific antibodies, ADCs, BiTEs. Verdict: yes (confidence: high). Evidence: From the About page: ""MacroGenics is a clinical-stage biopharmaceutical company focused on developing innovative, next-generation antibody-based therapies to improve the lives of cancer patients. The Company is advancing a broad pipeline of novel product candidates incorporating proprietary technology platforms for antibody-drug conjugates (ADCs), bispecific checkpoint antibodies, and next-generation T-cell engagers."".",Response,"bispecific antibodies, ADCs, BiTEs",Response,✅ 10 Results Found,Response,reclh1hVZjXvHzXay,confirmed,❌ No Job Found,https://www.linkedin.com/company/macrogenics,People Search Updated,,,,,,,,,
